CtNumero;NU_ProcessoLicitacao;CtVigenciaInicio;CtVigenciaTermino2;Tempo;OrNome;Credor;ObNome;CtValorTotal;Textbox7;CtValorTotal1
0023/2017;;07/11/2017;06/11/2032;180;SEAD - 19.0001;08.999.674/0001-53 - PREFEITURA MUNICIPAL DE SOUSA;CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS;;7.452 CONTRATOS;14.786.237.936,49
0024/2017;;07/11/2017;06/11/2032;180;SEAD - 19.0001;08.999.674/0001-53 - PREFEITURA MUNICIPAL DE SOUSA;CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS;;7.452 CONTRATOS;14.786.237.936,49
0025/2017;;28/11/2017;27/11/2037;240;SEAD - 19.0001;20.674.326/0001-01 - AUTARQUIA DE PROTEÇÃO DO CONSUMIDOR DO ESTADO DA PARAÍBA - PROCON;CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS;;7.452 CONTRATOS;14.786.237.936,49
0026/2017;;28/11/2017;27/11/2037;240;SEAD - 19.0001;20.674.326/0001-01 - AUTARQUIA DE PROTEÇÃO DO CONSUMIDOR DO ESTADO DA PARAÍBA.;CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS;;7.452 CONTRATOS;14.786.237.936,49
0028/2017;;19/12/2017;18/12/2027;120;SEAD - 19.0001;08.898.256/0001-70 - PREFEITURA MUNICIPAL DE MATARACA;CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS;;7.452 CONTRATOS;14.786.237.936,49
0029/2017;;29/12/2017;28/12/2027;120;SEAD - 19.0001;09.069.709/0001-18 - PREFEITURA MUNICIPAL DE SÃO BENTO;TERMO DE CESSÃO DE USO;;7.452 CONTRATOS;14.786.237.936,49
0029/2017;19.000.009507.2016;01/12/2017;01/12/2023;72;DER - 31.0101;10.339.944/0001-41 - ZÊLO LOCAÇÃO DE MÃO DE OBRA EIRELI;SERVIÇOS GERAIS;8.412.171,50;7.452 CONTRATOS;14.786.237.936,49
0030/2017;;29/12/2017;28/12/2027;120;SEAD - 19.0001;24.205.516/0001-30 - INSTITUTO REVERTENDO O AUTISMO/PB;CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS;;7.452 CONTRATOS;14.786.237.936,49
0110/2017;26.201.015818.2017;09/11/2017;09/11/2023;72;DETRAN - 26.0101;47.866.934/0001-74 - TICKET SERVIÇOS S/A;FORNECIMENTO DE REFEIÇÕES;21.200.400,00;7.452 CONTRATOS;14.786.237.936,49
0156/2017;31.206.061479.2017;20/10/2017;20/10/2023;72;CAGEPA - 31.0601;09.831.033/0001-58 - PCG ENGENHARIA DE SISTEMA LTDA (PROCENGE);SERVIÇO ESPECIALIZADO NA ÁREA DE INFORMÁTICA;4.486.503,39;7.452 CONTRATOS;14.786.237.936,49
1469/2017;19.000.018513.2016;01/11/2017;01/05/2023;66;SEDH - 27.0001;16.670.085/0001-55 - LOCALIZA RENT A CAR S/A;LOCAÇÃO DE VEÍCULOS;2.266.805,41;7.452 CONTRATOS;14.786.237.936,49
1590/2017;19.000.006817.2016;07/12/2017;07/12/2023;72;SEDH - 27.0001;40.938.508/0001-50 - MAQ-LAREM MÁQUINAS MÓVEIS E EQUIPAMENTOS LTDA.;SERVIÇO ESPECIALIZADO;252.000,00;7.452 CONTRATOS;14.786.237.936,49
1591/2017;19.000.006817.2016;07/12/2017;07/12/2023;72;SEDH - 27.0001;40.938.508/0001-50 - MAQ-LAREM MÁQUINAS MÓVEIS E EQUIPAMENTOS LTDA.;SERVIÇO ESPECIALIZADO;373.536,00;7.452 CONTRATOS;14.786.237.936,49
0005/2017;31.201.000319.2017;18/07/2017;18/07/2023;72;DER - 31.0101;09.189.499/0001-00 - COMPANHIA DE PROCESSAMENTO DE DADOS DA PARAÍBA-CODATA;SERVIÇO ESPECIALIZADO NA ÁREA DE INFORMÁTICA;136.800,00;7.452 CONTRATOS;14.786.237.936,49
0011/2017;19.000.006763.2016;29/05/2017;28/05/2023;72;SEFAZ - 20.0001;01.645.738/0021-12 - INDRA BRASIL SOLUÇÕES E SERVIÇOS TECNOLÓGICOS LTDA;SERVIÇO ESPECIALIZADO NA ÁREA DE INFORMÁTICA;13.678.519,68;7.452 CONTRATOS;14.786.237.936,49
0013/2017;31.201.002797.2016;12/10/2017;10/01/2023;63;DER - 31.0101;08.706.467/0001-63 - NÚCLEO REGIONAL DO INSTITUTO EUVALDO LODI PARAÍBA -IEL;SERVIÇOS;1.281.600,00;7.452 CONTRATOS;14.786.237.936,49
0014/2017;31.201.001213.2017;18/09/2017;18/09/2023;72;DER - 31.0101;09.189.499/0001-00 - COMPANHIA DE PROCESSAMENTO DE DADOS DA PARAÍBA - CODATA;SERVIÇO ESPECIALIZADO NA ÁREA DE INFORMÁTICA;497.700,86;7.452 CONTRATOS;14.786.237.936,49
0018/2017;19.000.006762.2016;05/07/2017;04/07/2023;72;SEFAZ - 20.0001;01.645.738/0021-12 - INDRA BRASIL SOLUÇÕES E SERVIÇOS TECNOLÓGICOS LTDA;SERVIÇO ESPECIALIZADO NA ÁREA DE INFORMÁTICA;4.799.640,00;7.452 CONTRATOS;14.786.237.936,49
0020/2017;19.000.018513.2016;31/05/2017;26/05/2023;72;SUPLAN - 31.0201;16.670.085/0001-55 - LOCALIZA RENT A CAR S/A;LOCAÇÃO DE VEÍCULOS;1.973.512,02;7.452 CONTRATOS;14.786.237.936,49
0050/2017;19.000.018513.2016;10/07/2017;10/07/2023;72;SUDEMA - 34.0101;16.670.085/0001-55 - LOCALIZA RENT A CAR S/A;LOCAÇÃO DE VEÍCULOS;3.702.648,67;7.452 CONTRATOS;14.786.237.936,49
0060/2017;19.000.002407.2016;21/09/2017;21/09/2023;72;FUNDAC - 27.0101;05.815.635/0001-60 - JOSÉ FIRMINO DA CRUZ FILHO -ME;SERVIÇOS;200.000,00;7.452 CONTRATOS;14.786.237.936,49
0063/2017;31.206.039527.2017;15/06/2017;15/06/2023;72;CAGEPA - 31.0601;00.604.122/0001-97 - TRIVALE ADMINISTRAÇÃO LTDA;SERVIÇO ESPECIALIZADO NA ÁREA ADMINISTRATIVA;31.007.403,26;7.452 CONTRATOS;14.786.237.936,49
0071/2017;19.000.014658.2016;01/06/2017;01/12/2107;1086;MFD- 25.0301;06.628.333/0001-46 - FARMACE INDUSTRIA QUÍMICO FARMACÊUTICO;MEDICAMENTOS;3.500,00;7.452 CONTRATOS;14.786.237.936,49
0075/2017;19.000.006778.2016;01/06/2017;01/12/2107;1086;MFD- 25.0301;07.485.803/0001-22 - MACEIÓ MED DISTRIBUIDORA DE PRODUTOS HOSPITALARES LTDA EPP;MATERIAL MÉDICO-HOSPITALAR;8.065,90;7.452 CONTRATOS;14.786.237.936,49
0076/2017;19.000.006778.2016;01/06/2017;01/12/2107;1086;MFD- 25.0301;17.064.456/0001-18 - DAVI FELIPE CORREIA DA SILVA;MATERIAL MÉDICO-HOSPITALAR;28.740,00;7.452 CONTRATOS;14.786.237.936,49
0087/2017;31.206.028683.2017;29/06/2017;29/06/2023;72;CAGEPA - 31.0601;09.502.112/0001-15 - ELENET SERVIÇOS TÉCNICOS LTDA -ME;MANUTENÇÃO E RECUPERAÇÃO;3.540.000,00;7.452 CONTRATOS;14.786.237.936,49
0090/2017;31.206.039818.2017;07/06/2017;07/06/2023;72;CAGEPA - 31.0601;09.377.459/0001-83 - KAIRÓS SEGURANÇA LTDA;SERVIÇO ESPECIALIZADO NA ÁREA DE SEGURANÇA;22.963.047,71;7.452 CONTRATOS;14.786.237.936,49
0094/2017;19.000.024399.2016;19/07/2017;16/07/2023;72;DETRAN - 26.0101;42.123.091/0001-00 - INTERPRINT LTDA;OUTROS SERVIÇOS ESPECIALIZADOS;75.163.839,84;7.452 CONTRATOS;14.786.237.936,49
0095/2017;31.206.039831.2017;11/07/2017;11/07/2023;72;CAGEPA - 31.0601;35.330.125/0001-64 - SÁ LEITÃO  AUDITORES S/S;SERVIÇO ESPECIALIZADO;1.956.388,68;7.452 CONTRATOS;14.786.237.936,49
0099/2017;31.206.040425.2017;28/07/2017;28/07/2023;72;CAGEPA - 31.0601;03.325.436/0001-49 - MARANATA PRESTADORA DE SERVIÇOS E CONSTRUÇÕES LTDA;SERVIÇO DE LIMPEZA E CONSERVAÇÃO;44.179.455,10;7.452 CONTRATOS;14.786.237.936,49
0103/2017;19.000.018513.2016;15/09/2017;03/09/2023;72;DETRAN - 26.0101;16.670.085/0001-55 - LOCALIZA RENT A CAR S/A;LOCAÇÃO DE VEÍCULOS;8.587.552,45;7.452 CONTRATOS;14.786.237.936,49
0106/2017;31.206.026310.2016;07/08/2017;07/08/2023;72;CAGEPA - 31.0601;10.774.803/0001-57 - CONTRATE SERVIÇOS LTDA - EPP;SERVIÇO DE PORTARIA;9.935.727,85;7.452 CONTRATOS;14.786.237.936,49
0121/2017;31.206.051665.2017;21/09/2017;21/09/2023;72;CAGEPA - 31.0601;16.670.085/0001-55 - LOCALIZA RENT A CAR S/A;LOCAÇÃO DE VEÍCULOS;10.441.594,19;7.452 CONTRATOS;14.786.237.936,49
0001/2016;;16/11/2016;16/11/2036;240;CM - 09.0003;08.778.250/0001-69 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS;;7.452 CONTRATOS;14.786.237.936,49
0004/2017;19.000.018513.2016;09/05/2017;08/05/2023;72;CEHAP - 31.0401;16.670.085/0001-55 - LOCALIZA RENT A CAR S/A;LOCAÇÃO DE VEÍCULOS;1.391.579,95;7.452 CONTRATOS;14.786.237.936,49
0004/2017;;08/03/2017;07/03/2027;120;SEAD - 19.0001;12.611.331/0001-47 - POLICIA MILITAR DA PARAIBA;CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS;;7.452 CONTRATOS;14.786.237.936,49
0008/2017;17.000.119153.2016;01/05/2017;30/04/2023;71;SER - 17.0001;09.502.112/0001-15 - ELENET SERVIÇOS TÉCNICOS LTDA - ME;SERVIÇO ESPECIALIZADO NA ÁREA DE INFORMÁTICA;1.404.000,00;7.452 CONTRATOS;14.786.237.936,49
0008/2017;;24/03/2017;23/03/2027;120;SEAD - 19.0001;08.754.111/0001-03 - PREFEITURA MUNICIPAL DE AREIA;TERMO DE CESSÃO DE USO;;7.452 CONTRATOS;14.786.237.936,49
0009/2017;;11/04/2017;10/04/2032;180;SEAD - 19.0001;08.778.250/0001-69 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS;;7.452 CONTRATOS;14.786.237.936,49
0010/2017;;19/04/2017;18/04/2027;120;SEAD - 19.0001;09.291.279/0001-84 - CENTRO CULTURAL PIOLLIN;CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS;;7.452 CONTRATOS;14.786.237.936,49
0011/2017;19.000.012053.2016;10/05/2017;09/05/2023;72;IHGER - 15.0101;05.514.490/0001-68 - RM SERVIÇOS DE REFRIGERAÇÃO EIRELI ME;MANUTENÇÃO E RECUPERAÇÃO;664.698,00;7.452 CONTRATOS;14.786.237.936,49
0011/2017;;02/05/2017;02/05/2037;240;SEAD - 19.0001;08.919.425/0001-00 - PREFEITURA MUNICIPAL DE SOLEDADE;DOAÇÕES;;7.452 CONTRATOS;14.786.237.936,49
0013/2016;21.901.000295.2016;04/01/2017;08/01/2023;72;EMPREENDER - 77.0001;02.389.614/0001-32 - LOGON SERVICOS E COMERCIO LTDA - EPP;SERVIÇO ESPECIALIZADO;781.200,00;7.452 CONTRATOS;14.786.237.936,49
0016/2017;;16/05/2017;15/05/2032;180;SEAD - 19.0001;10.783.898/0001-75 - INSTITUTO FEDERAL DA PARAÍBA;CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS;;7.452 CONTRATOS;14.786.237.936,49
0017/2017;19.000.006762.2016;25/05/2017;24/05/2023;72;SEFAZ - 20.0001;03.392.122/0001-69 - BVR NEGÓCIOS E CONSULTORIA LTDA - EPP;SERVIÇO ESPECIALIZADO NA ÁREA DE INFORMÁTICA;5.592.366,05;7.452 CONTRATOS;14.786.237.936,49
0018/2016;31.201.002094.2016;17/10/2016;17/10/2023;84;DER - 31.0101;12.270.678/0001-73 - IVY NUNES DOS SANTOS LIMA - ME (ACESSO LIVRE CONSULTORIA);SERVIÇO ESPECIALIZADO NA ÁREA DE INFORMÁTICA;171.396,00;7.452 CONTRATOS;14.786.237.936,49
0019/2017;19.000.025184.2016;22/05/2017;21/05/2023;72;SEAD - 19.0001;76.535.764/0001-43 - OI S.A. - EM RECUPERAÇÃO JUDICIAL;SERVIÇO ESPECIALIZADO NA ÁREA DE INFORMÁTICA;116.028.684,64;7.452 CONTRATOS;14.786.237.936,49
0021/2016;;09/09/2016;08/09/2026;120;SEAD - 19.0001;08.730.095/0001-00 - SECRETARIA DE ESTADO DA SEGURANÇA E DA DEFESA SOCIAL;CONCESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS;;7.452 CONTRATOS;14.786.237.936,49
0040/2017;31.206.024590.2016;03/04/2017;03/04/2023;72;CAGEPA - 31.0601;00.437.311/0001-12 - PORTENTO CONSTRUÇÕES LTDA;LOCAÇÃO DE VEÍCULO DE REPRESENTAÇÃO;440.865,44;7.452 CONTRATOS;14.786.237.936,49
0042/2017;;15/05/2017;17/05/2023;72;SEAP - 24.0001;40.938.508/0001-50 - MAQ LAREM MÁQUINAS MÓVEIS E EQUIPAMENTOS LTDA;LOCAÇÃO DE MÁQUINAS E EQUIPAMENTOS;2.083.225,92;7.452 CONTRATOS;14.786.237.936,49
0042/2017;;23/03/2017;23/07/2023;76;SEDH - 27.0001;40.976.334/0001-10 - WELL RENT A CAR LTDA - EPP;LOCAÇÃO DE VEÍCULOS;2.315.268,00;7.452 CONTRATOS;14.786.237.936,49
0050/2017;31.206.024590.2016;02/05/2017;02/05/2023;72;CAGEPA - 31.0601;16.670.085/0001-55 - LOCALIZA RENT A CAR S/A;LOCAÇÃO DE VEÍCULO UTILITÁRIO;2.794.433,50;7.452 CONTRATOS;14.786.237.936,49
0305/2017;22.204.010165.2017;20/04/2017;20/04/2027;120;UEPB - 35.0401;47.010.566/0001-68 - TECNAL IND. COM. IMPORT. E EXPORT. DE EQUIPAMENTOS PARA LAB LTDA;SERVIÇO ESPECIALIZADO;0,01;7.452 CONTRATOS;14.786.237.936,49
0002/2016;;10/08/2016;10/08/2026;120;SEDAP - 32.0001;09.537.092/0001-18 - CORPO DE BOMBEIROS MILITAR DA PARAÍBA;CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS;;7.452 CONTRATOS;14.786.237.936,49
0002/2016;;26/02/2016;25/02/2026;120;SEAD - 19.0001;09.537.092/0001-18 - CORPO DE BOMBEIROS MILITAR DA PARAIBA;CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS;;7.452 CONTRATOS;14.786.237.936,49
0003/2016;;14/03/2016;14/03/2036;240;SEDAP - 32.0001;21.736.498/0001-25 - SECRETARIA DA AGRICULTURA FAMILIAR E DO DESENVOLVIMENTO DO SEMI ÁRIDO;TERMO DE CESSÃO DE USO;;7.452 CONTRATOS;14.786.237.936,49
0003/2016;;10/03/2016;10/03/2026;120;SES - 25.0001;08.924.078/0001-04 - PREFEITURA MUNICIPAL DE UIRAÚNA;CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS;;7.452 CONTRATOS;14.786.237.936,49
0004/2016;;07/06/2016;07/06/2036;240;SEDAP - 32.0001;21.736.498/0001-25 - SECRETARIA DA AGRICULTURA FAMILIAR E DO DESENVOLVIMENTO DO SEMI ÁRIDO;TERMO DE CESSÃO DE USO;;7.452 CONTRATOS;14.786.237.936,49
0005/2016;28.000.000338.2016;25/05/2016;31/05/2025;108;SEIRH - 31.0001;40.610.677/0001-66 - GEOTECHNICK - CONSULTORIA E ENGENHARIA LTDA;SERVIÇO ESPECIALIZADO;5.770.620,87;7.452 CONTRATOS;14.786.237.936,49
0007/2015;;27/01/2016;27/01/2026;120;SES - 25.0001;08.782.146/0001-48 - PREFEITURA MUNICIPAL DE DONA INÊS ;CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS;;7.452 CONTRATOS;14.786.237.936,49
0008/2016;;27/05/2016;26/05/2026;120;SEAD - 19.0001;08.778.276/0001-07 - SECRETARIA DE ESTADO DO DESENVOLVIMENTO HUMANO;CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS;;7.452 CONTRATOS;14.786.237.936,49
0010/2015;;21/12/2015;21/12/2035;240;SEDAP - 32.0001;08.919.425/0001-00 - PREFEITURA MUNICIPAL DE SOLEDADE ;TERMO DE CESSÃO DE USO;;7.452 CONTRATOS;14.786.237.936,49
0010/2016;;17/05/2016;16/05/2115;1188;SEAD - 19.0001;09.283.912/0001-92 - ASSEMBLEIA LEGISLATIVA DO ESTADO DA PARAÍBA;CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS;;7.452 CONTRATOS;14.786.237.936,49
0011/2015;;13/01/2016;13/01/2026;120;SES - 25.0001;09.067.562/0001-27 - PREFEITURA MUNICIPAL DE CATOLÉ DO ROCHA;CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS;;7.452 CONTRATOS;14.786.237.936,49
0013/2015;;27/01/2016;27/01/2026;120;SES - 25.0001;09.090.689/0001-67 - PREFEITURA MUNICIPAL DE SANTA LUZIA;CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS;;7.452 CONTRATOS;14.786.237.936,49
0018/2015;;04/11/2015;04/11/2025;120;SES - 25.0001;08.902.934/0001-20 - PREFEITURA MUNICIPAL DE CRUZ DO ESPÍRITO SANTO;CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS;;7.452 CONTRATOS;14.786.237.936,49
0019/2015;;26/11/2015;25/11/2025;120;SEAD - 19.0001;05.510.958/0001-46 - MINISTÉRIO DAS MULHERES, DA IGUALDADE RACIAL E DOS DIREITOS HUMANOS;CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS;;7.452 CONTRATOS;14.786.237.936,49
0031/2015;;01/04/2016;01/04/2026;120;SES - 25.0001;08.778.029/0001-00 - PREFEITURA MUNICIPAL DE ARAÇAGI;CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS;;7.452 CONTRATOS;14.786.237.936,49
0032/2015;;13/01/2016;13/01/2026;120;SES - 25.0001;08.927.915/0001-59 - PREFEITURA MUNICIPAL DE BANANEIRAS;CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS;;7.452 CONTRATOS;14.786.237.936,49
0036/2015;;01/12/2015;01/12/2025;120;SES - 25.0001;01.617.975/0001-26 - PREFEITURA MUNICIPAL DE CASSERENGUE;CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS;;7.452 CONTRATOS;14.786.237.936,49
0037/2015;;01/12/2015;01/12/2025;120;SES - 25.0001;09.073.271/0001-41 - PREFEITURA MUNICIPAL DE CAMALAÚ;CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS;;7.452 CONTRATOS;14.786.237.936,49
0164/2015;;19/02/2016;19/02/2026;120;SES - 25.0001;08.948.697/0001-39 - PREFEITURA MUNICIPAL DE POMBAL;CONCESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS;;7.452 CONTRATOS;14.786.237.936,49
0865/2016;;24/05/2016;24/05/2046;360;UEPB - 35.0401;21.600.413/0001-87 - CENTRO DE FORMAÇÃO ELIZABETH E JOÃO PEDRO TEIXEIRA;TERMO DE CESSÃO DE USO;;7.452 CONTRATOS;14.786.237.936,49
0003/2015;;03/07/2015;03/07/2025;120;SES - 25.0001;09.072.455/0001-97 - MUNICÍPIO DE PEDRA DE FOGO;CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS;;7.452 CONTRATOS;14.786.237.936,49
0004/2015;;15/07/2015;15/07/2025;120;SES - 25.0001;08.754.111/0001-03 - PREFEITURA MUNICIPAL DE AREIA;CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS;;7.452 CONTRATOS;14.786.237.936,49
0006/2015;;15/07/2015;15/07/2025;120;SES - 25.0001;09.073.271/0001-41 - MUNICÍPIO DE CAMALAÚ;CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS;;7.452 CONTRATOS;14.786.237.936,49
0008/2015;;10/09/2015;10/09/2025;120;SES - 25.0001;08.872.459/0001-97 - PREFEITURA MUNICIPAL DE OURO VELHO;CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS;;7.452 CONTRATOS;14.786.237.936,49
0009/2015;;10/09/2015;10/09/2025;120;SES - 25.0001;08.778.029/0001-00 - PREFEITURA MUNICIPAL DE ARAÇAGI;CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS;;7.452 CONTRATOS;14.786.237.936,49
0010/2015;;27/07/2015;26/07/2025;120;SEAD - 19.0001;04.812.097/0001-98 - COOPERATIVA DE TRABALHADORES DE MATERIAIS RECICLÁVEIS - COTRAMARE;CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS;;7.452 CONTRATOS;14.786.237.936,49
0011/2015;;10/08/2015;10/08/2025;120;SEAD - 19.0001;09.319.435/0001-78 - INSTITUTO DE ARQUITETOS DA PARAÍBA;CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS;;7.452 CONTRATOS;14.786.237.936,49
0012/2015;;15/07/2015;15/07/2025;120;SES - 25.0001;08.778.755/0001-23 - MUNICÍPIO DE ARARA;CESSÃO E CONCESSÃO;;7.452 CONTRATOS;14.786.237.936,49
0014/2015;;10/09/2015;10/09/2025;120;SES - 25.0001;08.927.915/0001-59 - PREFEITURA MUNICIPAL DE BANANEIRAS;CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS;;7.452 CONTRATOS;14.786.237.936,49
0015/2015;;17/07/2015;17/07/2025;120;SES - 25.0001;08.948.697/0001-39 - MUNICÍPIO DE POMBAL;CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS;;7.452 CONTRATOS;14.786.237.936,49
0017/2015;;15/07/2015;15/07/2025;120;SES - 25.0001;08.939.936/0001-94 - MUNICÍPIO DE COREMAS;CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS;;7.452 CONTRATOS;14.786.237.936,49
0019/2015;;10/09/2015;10/09/2025;120;SES - 25.0001;09.072.448/0001-95 - PREFEITURA MUNICIPAL DE NATUBA;CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS;;7.452 CONTRATOS;14.786.237.936,49
0020/2015;;04/11/2015;04/11/2025;120;SES - 25.0001;09.071.622/0001-85 - PREFEITURA MUNICIPAL DE LAGOA DE DENTRO;CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS;;7.452 CONTRATOS;14.786.237.936,49
0025/2015;;10/09/2015;10/09/2025;120;SES - 25.0001;08.809.444/0001-84 - PREFEITURA MUNICIPAL DE GURINHÉM;CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS;;7.452 CONTRATOS;14.786.237.936,49
0027/2015;;09/10/2015;09/10/2025;120;SES - 25.0001;09.072.455/0001-97 - PREFEITURA MUNICIPAL DE PEDRAS DE FOGO;CONCESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS;;7.452 CONTRATOS;14.786.237.936,49
0028/2015;;04/11/2015;04/11/2025;120;SES - 25.0001;08.778.755/0001-23 - PREFEITURA MUNICIPAL DE ARARA;CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS;;7.452 CONTRATOS;14.786.237.936,49
0029/2015;;04/11/2015;04/11/2025;120;SES - 25.0001;08.874.935/0001-09 - PREFEITURA MUNICIPAL DE SUMÉ;CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS;;7.452 CONTRATOS;14.786.237.936,49
0030/2015;;04/11/2015;04/11/2025;120;SES - 25.0001;08.866.501/0001-67 - PREFEITURA MUNICIPAL DE MOGEIRO;CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS;;7.452 CONTRATOS;14.786.237.936,49
0033/2015;;04/11/2015;04/11/2025;120;SES - 25.0001;08.754.111/0001-03 - PREFEITURA MUNICIPAL DE AREIA;CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS;;7.452 CONTRATOS;14.786.237.936,49
0174/2015;;19/08/2015;19/08/2025;120;SEDH - 27.0001;08.419.501/0001-19 - ASSOCIAÇÃO DOS CATADORES DO MUNICÍPIO DE PATOS  - ASCAP;TERMO DE CESSÃO DE USO;;7.452 CONTRATOS;14.786.237.936,49
0001/2015;;20/01/2015;20/01/2025;120;CM - 09.0003;08.730.095/0001-00 - SECRETARIA DA SEGURANÇA E DA DEFESA SOCIAL DA PARAÍBA - SEDS;CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS;;7.452 CONTRATOS;14.786.237.936,49
0004/2015;34.201.299714.2014;04/05/2015;19/06/2023;97;DER - 31.0101;70.074.448/0001-35 - JBR ENGENHARIA LTDA;SERVIÇO ESPECIALIZADO NA ÁREA DE ENGENHARIA;5.862.465,42;7.452 CONTRATOS;14.786.237.936,49
0005/2015;;29/06/2015;29/06/2025;120;SES - 25.0001;01.617.975/0001-26 - PREFEITURA MUNICIPAL DE CASSERENGUE;CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS;;7.452 CONTRATOS;14.786.237.936,49
0007/2015;;20/03/2015;19/03/2025;120;SEAD - 19.0001;12.671.814/0001-37 - UNIVERSIDADE ESTADUAL DA PARAÍBA;CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS;;7.452 CONTRATOS;14.786.237.936,49
0010/2014;;07/08/2014;06/08/2044;360;SEAD - 19.0001;08.907.776/0001-00 - POLÍCIA MILITAR DO ESTADO DA PARAÍBA;CONCESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS;;7.452 CONTRATOS;14.786.237.936,49
0010/2015;;29/06/2015;29/06/2025;120;SES - 25.0001;08.874.935/0001-09 - PREFEITURA MUNICIPAL DE SUMÉ;CONCESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS;;7.452 CONTRATOS;14.786.237.936,49
0013/2015;;30/06/2015;30/06/2025;120;SEAD - 19.0001;08.993.917/0001-46 - SECRETARIA DE EDUCAÇÃO DO MUNICÍPIO DE CAMPINA GRANDE;CONCESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS;;7.452 CONTRATOS;14.786.237.936,49
0016/2015;;29/06/2015;29/06/2025;120;SES - 25.0001;08.926.263/0001-38 - PREFEITURA MUNICIPAL DE ALAGOINHA;CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS;;7.452 CONTRATOS;14.786.237.936,49
0017/2014;;15/09/2014;14/09/2044;360;SEAD - 19.0001;08.809.444/0001-84 - PREFEITURA MUNICIPAL DE GURINHÉM;CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS;;7.452 CONTRATOS;14.786.237.936,49
0018/2014;;08/10/2014;07/10/2024;120;SEAD - 19.0001;09.189.499/0001-00 - COMPANHIA DE PROCESSAMENTO DE DADOS DA PARAÍBA - CODATA;CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS;;7.452 CONTRATOS;14.786.237.936,49
0019/2014;;14/10/2014;13/10/2044;360;SEAD - 19.0001;08.907.776/0001-00 - POLICIA MILITAR DO ESTADO DA PARAIBA;CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS;;7.452 CONTRATOS;14.786.237.936,49
0020/2014;;30/10/2014;29/10/2034;240;SEAD - 19.0001;08.730.095/0001-00 - SECRETÁRIA DE ESTADO DA SEGURANÇA E DEFESA SOCIAL;CESSÃO DE USO DE BENS MÓVEIS E IMÓVEIS;;7.452 CONTRATOS;14.786.237.936,49
